AMIE,Nombre_Institucion,Provincia,Canton,Parroquia,Sostenimiento,Area,Total_Anios_Registrados,Primer_Anio,Ultimo_Anio
08H00652,BRASIL,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,17,2009-2010,2025-2026
08H00648,CRISTOBAL COLON,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,6,2009-2010,2014-2015
08H00657,DOLORES SUCRE,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,17,2009-2010,2025-2026
08H00661,ESCUELA NUEVA UNION,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,9,2009-2010,2025-2026
08H00597,LUIS FELIPE BORJA,ESMERALDAS,MUISNE,DAULE,Fiscal,Rural,17,2009-2010,2025-2026
08H00636,SAN GREGORIO DE YARUMAL,ESMERALDAS,MUISNE,SAN GREGORIO,Fiscal,Rural,9,2009-2010,2025-2026
08H00693,23 DE OCTUBRE,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,17,2009-2010,2025-2026
08H00723,24 DE OCTUBRE,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,17,2009-2010,2025-2026
08H02146,8 DE JULIO,ESMERALDAS,QUININDE,CUBE,Fiscal,Rural,16,2010-2011,2025-2026
08H00688,CIUDAD DE MACHALA,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,11,2009-2010,2019-2020
08H00750,COLEGIO NACIONAL MIXTO ERNESTO VELASQUEZ KUFFO,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,17,2009-2010,2025-2026
08H00724,CORONEL AUGUSTO WITT AÃAZCO,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,7,2009-2010,2015-2016
08H00908,ESC SIN NOMBRE,ESMERALDAS,QUININDE,MALIMPIA,Fiscal,Rural,17,2009-2010,2025-2026
08H00945,ESC. 24 DE OCTUBRE,ESMERALDAS,QUININDE,MALIMPIA,Fiscal,Rural,6,2009-2010,2014-2015
08H00762,ESC. PATRIA ECUATORIANA,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),Fiscal,Urbana,17,2009-2010,2025-2026
08H00938,ESCUELA 18 DE OCTUBRE,ESMERALDAS,QUININDE,MALIMPIA,Fiscal,Rural,17,2009-2010,2025-2026
08H00882,ESCUELA 2 DE AGOSTO (PARTICULAR),ESMERALDAS,QUININDE,CHURA (CHANCAMA) (CAB. EN EL YERBERO),Fiscal,Rural,17,2009-2010,2025-2026
08H00896,ESCUELA 26 DE SEPTIEMBRE,ESMERALDAS,QUININDE,CHURA (CHANCAMA) (CAB. EN EL YERBERO),Fiscal,Rural,17,2009-2010,2025-2026
08H00987,ESCUELA FISCAL MIXTA 28 DE NOVIEMBRE,ESMERALDAS,QUININDE,MALIMPIA,Fiscal,Rural,17,2009-2010,2025-2026
08H01090,ESCUELA FISCAL SAN LORENZO,ESMERALDAS,QUININDE,LA UNION,Fiscal,Rural,7,2009-2010,2015-2016
08H00967,ESCUELA FRANCISCO MEJIA VILLA,ESMERALDAS,QUININDE,MALIMPIA,Fiscal,Rural,8,2009-2010,2016-2017
08H01117,ESCUELA GASPAR DE TORRES,ESMERALDAS,QUININDE,LA UNION,Fiscal,Rural,17,2009-2010,2025-2026
08H00847,ESCUELA GRAN COLOMBIA,ESMERALDAS,QUININDE,CUBE,Fiscal,Rural,17,2009-2010,2025-2026
